"id","type","age","postal_code","suspicious_label"
6088,"private",69,85428,0
6089,"private",68,58147,0
6090,"private",73,40323,NA
6091,"private",68,75585,NA
6092,"private",52,39315,0
6093,"private",66,97293,0
6094,"private",65,97436,0
6095,"private",63,97686,NA
6096,"private",71,10732,0
6097,"private",24,50829,1
6098,"private",71,30939,0
6099,"private",71,11447,NA
6100,"private",18,75834,1
6101,"private",82,65153,NA
6102,"private",68,55624,0
6103,"private",110,85316,0
6104,"private",95,70661,0
6105,"private",70,10779,0
6106,"private",97,21896,NA
6107,"private",24,55651,1
6108,"private",71,75025,0
6109,"private",12,39204,0
6110,"private",30,21761,NA
6111,"private",31,22629,NA
6112,"private",10,62022,0
6113,"private",33,55321,1
6114,"private",12,58077,NA
6115,"private",13,20739,0
6116,"private",6,75011,0
6117,"private",17,11545,0
6118,"private",15,70165,0
6119,"private",24,72628,NA
6120,"private",18,30982,0
6121,"private",15,72469,0
6122,"private",19,35899,NA
6123,"private",19,30866,NA
6124,"private",20,55907,0
6125,"private",22,63996,0
6126,"private",20,58445,0
6127,"private",26,20809,NA
6128,"private",30,35511,0
6129,"private",26,75172,0
6130,"private",32,41065,0
6131,"private",26,21940,1
6132,"private",33,41832,NA
6133,"private",30,20208,NA
6134,"private",31,39843,0
6135,"private",28,85167,NA
6136,"private",31,60661,0
6137,"private",37,62711,1
6138,"private",28,35353,NA
6139,"private",40,35087,1
6140,"private",35,40058,0
6141,"private",44,21776,NA
6142,"private",47,65348,NA
6143,"private",26,58652,1
6144,"private",44,50676,0
6145,"private",38,21291,0
6146,"private",42,41071,0
6147,"private",36,70247,0
6148,"private",43,50360,0
6149,"private",47,35309,0
6150,"private",44,25837,0
6151,"private",50,30172,0
6152,"private",52,22805,NA
6153,"private",50,85130,NA
6154,"private",55,40113,0
6155,"private",31,21505,NA
6156,"private",57,35745,0
6157,"private",37,20821,1
6158,"private",42,80430,0
6159,"private",56,11941,NA
6160,"private",36,58148,NA
6161,"private",46,41576,NA
6162,"private",54,72874,0
6163,"private",55,72675,0
6164,"private",67,35566,0
6165,"private",49,60907,NA
6166,"private",23,41812,1
6167,"private",64,11708,0
6168,"private",50,80907,0
6169,"private",54,10291,0
6170,"private",49,20264,0
6171,"private",59,72780,0
6172,"private",68,30640,0
6173,"private",59,65434,NA
6174,"private",58,62124,0
6175,"private",65,72566,NA
6176,"private",68,72517,0
6177,"private",59,63258,NA
6178,"private",23,50768,1
6179,"private",59,50569,0
6180,"private",71,58455,0
6181,"private",53,75393,NA
6182,"private",85,72116,NA
6183,"private",75,90552,0
6184,"private",69,41155,0
6185,"private",20,58783,1
6186,"private",16,85827,1
6187,"private",77,85650,NA
6188,"private",70,22808,NA
6189,"private",16,97165,1
6190,"private",87,50204,0
6191,"private",70,65279,NA
6192,"private",79,97208,0
6193,"private",86,50542,NA
6194,"private",85,65249,NA
6195,"private",17,90437,0
6196,"private",17,35580,1
6197,"private",7,50247,0
6198,"private",11,41402,0
6199,"private",20,30755,0
6200,"private",9,35127,0
6201,"private",16,85422,0
6202,"private",14,60162,0
6203,"private",21,80622,1
6204,"private",23,63659,1
6205,"private",20,35863,0
6206,"private",16,30811,0
6207,"private",22,72968,0
6208,"private",18,50562,0
6209,"private",22,55143,0
6210,"private",21,85602,0
6211,"private",16,35601,0
6212,"private",22,62215,NA
6213,"private",18,65302,1
6214,"private",24,21945,1
6215,"private",27,80141,0
6216,"private",33,40200,NA
6217,"private",27,10727,NA
6218,"private",22,25059,0
6219,"private",40,10047,NA
6220,"private",37,63244,0
6221,"private",29,72039,0
6222,"private",25,60757,0
6223,"private",29,85569,0
6224,"private",42,41653,0
6225,"private",32,70290,0
6226,"private",22,60832,NA
6227,"private",32,70234,0
6228,"private",40,63977,0
6229,"private",41,22561,NA
6230,"private",30,39189,NA
6231,"private",31,39771,NA
6232,"private",42,65317,1
6233,"private",40,75988,NA
6234,"private",29,40863,0
6235,"private",36,20061,1
6236,"private",30,10764,NA
6237,"private",36,72174,NA
6238,"private",45,63628,NA
6239,"private",48,11603,0
6240,"private",48,97523,0
6241,"private",44,80420,0
6242,"private",47,30057,0
6243,"private",50,60429,0
6244,"private",39,22467,0
6245,"private",50,30512,NA
6246,"private",58,90315,0
6247,"private",61,90796,0
6248,"private",19,90690,NA
6249,"private",55,90284,NA
6250,"private",53,22413,NA
6251,"private",44,21366,0
6252,"private",23,97357,1
6253,"private",33,10978,1
6254,"private",63,60545,0
6255,"private",56,90773,0
6256,"private",62,50595,0
6257,"private",70,39987,0
6258,"private",52,10225,0
6259,"private",58,58039,0
6260,"private",32,20129,1
6261,"private",41,72482,1
6262,"private",68,21880,NA
6263,"private",74,11905,0
6264,"private",53,35403,0
6265,"private",78,85432,NA
6266,"private",63,25403,0
6267,"private",35,55793,1
6268,"private",68,97229,0
6269,"private",76,22486,NA
6270,"private",70,22574,0
6271,"private",32,85883,1
6272,"private",81,63824,0
6273,"private",64,40061,0
6274,"private",77,40497,0
6275,"private",53,40735,0
6276,"private",72,75033,0
6277,"private",81,39964,NA
6278,"private",71,80969,0
6279,"private",40,80811,1
6280,"private",19,80465,1
6281,"private",83,85155,0
6282,"private",82,50706,0
6283,"private",89,97434,NA
6284,"private",17,39644,1
6285,"private",73,75804,0
6286,"private",9,22310,0
6287,"private",12,11115,NA
6288,"private",12,10090,0
6289,"private",16,63518,1
6290,"private",13,75929,0
6291,"private",16,30857,0
6292,"private",10,35561,0
6293,"private",13,62426,0
6294,"private",14,40745,0
6295,"private",24,60887,0
6296,"private",28,65049,NA
6297,"private",20,25205,NA
6298,"private",19,21107,NA
6299,"private",20,62583,NA
6300,"private",25,35277,0
6301,"private",29,21982,0
6302,"private",22,50279,0
6303,"private",26,55038,NA
6304,"private",25,80431,0
6305,"private",40,63860,0
6306,"private",20,25904,0
6307,"private",30,21654,0
6308,"private",35,25371,NA
6309,"private",31,63979,0
6310,"private",20,63568,1
6311,"private",20,41667,NA
6312,"private",29,21094,0
6313,"private",20,65817,1
6314,"private",18,10234,1
6315,"private",37,25504,NA
6316,"private",24,63967,1
6317,"private",28,72473,1
6318,"private",23,35742,NA
6319,"private",30,62840,NA
6320,"private",34,58677,0
6321,"private",30,62842,1
6322,"private",40,60202,0
6323,"private",23,72856,1
6324,"private",38,41953,0
6325,"private",35,41552,0
6326,"private",44,30998,0
6327,"private",36,58984,NA
6328,"private",42,97382,0
6329,"private",40,25835,0
6330,"private",37,50930,NA
6331,"private",35,20820,NA
6332,"private",44,85052,NA
6333,"private",54,90612,0
6334,"private",45,10439,0
6335,"private",33,21808,1
6336,"private",34,40591,0
6337,"private",42,58130,0
6338,"private",64,75027,0
6339,"private",56,70194,NA
6340,"private",21,75433,1
6341,"private",34,21491,1
6342,"private",36,90182,0
6343,"private",42,35185,NA
6344,"private",44,25357,0
6345,"private",42,62691,1
6346,"private",65,25068,0
6347,"private",61,41558,0
6348,"private",68,40784,0
6349,"private",58,75720,0
6350,"private",55,41808,0
6351,"private",49,11850,0
6352,"private",43,21239,1
6353,"private",28,63190,1
6354,"private",59,25020,0
6355,"private",37,40003,1
6356,"private",55,70883,0
6357,"private",68,80293,NA
6358,"private",42,85327,1
6359,"private",61,41461,0
6360,"private",71,40436,0
6361,"private",31,72813,NA
6362,"private",84,70118,0
6363,"private",67,40631,0
6364,"private",73,63956,0
6365,"private",79,70780,0
6366,"private",49,70328,NA
6367,"private",69,11291,NA
6368,"private",68,80449,NA
6369,"private",111,40010,0
6370,"private",90,21517,0
6371,"private",66,97248,NA
6372,"private",77,55105,0
6373,"private",22,72629,1
6374,"private",75,58063,0
6375,"private",80,63948,NA
6376,"private",72,41720,0
6377,"private",66,30405,0
6378,"private",86,65614,0
6379,"private",14,39176,1
6380,"private",17,55947,NA
6381,"private",12,62043,1
6382,"private",13,25082,NA
6383,"private",17,22818,0
6384,"private",11,25696,0
6385,"private",27,21338,1
6386,"private",7,41623,0
6387,"private",12,75592,NA
6388,"private",12,20919,0
6389,"private",12,80617,NA
6390,"private",21,97566,0
6391,"private",20,58947,0
6392,"private",18,62061,0
6393,"private",20,41859,1
6394,"private",20,63610,0
6395,"private",33,30953,0
6396,"private",21,62765,0
6397,"private",23,22701,1
6398,"private",24,63346,0
6399,"private",17,58640,0
6400,"private",30,41810,0
6401,"private",21,60636,0
6402,"private",40,55235,0
6403,"private",35,90519,0
6404,"private",22,30686,0
6405,"private",33,62669,NA
6406,"private",31,30626,0
6407,"private",28,50617,0
6408,"private",35,85480,NA
6409,"private",28,85509,0
6410,"private",49,41065,NA
6411,"private",53,60362,NA
6412,"private",36,22502,0
6413,"private",25,25021,1
6414,"private",39,85334,0
6415,"private",42,39995,0
6416,"private",52,75788,0
6417,"private",61,21009,0
6418,"private",40,22089,NA
6419,"private",44,90682,0
6420,"private",45,40820,0
6421,"private",55,39915,NA
6422,"private",32,60106,1
6423,"private",51,50347,0
6424,"private",40,20798,NA
6425,"private",43,80728,0
6426,"private",49,21559,0
6427,"private",24,70877,1
6428,"private",49,65771,0
6429,"private",65,35878,0
6430,"private",66,70901,0
6431,"private",67,72885,0
6432,"private",56,75356,NA
6433,"private",25,62337,1
6434,"private",20,41654,NA
6435,"private",40,90759,0
6436,"private",59,60207,NA
6437,"private",60,41910,NA
6438,"private",22,70567,NA
6439,"private",60,97006,0
6440,"private",31,55869,NA
6441,"private",19,30487,1
6442,"private",69,55499,0
6443,"private",74,72399,0
6444,"private",65,80998,NA
6445,"private",31,80472,1
6446,"private",31,22053,1
6447,"private",78,39967,0
6448,"private",61,25956,NA
6449,"private",65,35774,0
6450,"private",72,70451,0
6451,"private",25,85917,NA
6452,"private",58,70445,0
6453,"private",69,62501,0
6454,"private",71,97210,0
6455,"private",62,21221,0
6456,"private",68,65058,NA
6457,"private",30,21962,1
6458,"private",68,40872,0
6459,"private",77,55887,0
6460,"private",89,90591,0
6461,"private",69,11926,0
6462,"private",90,97009,0
6463,"private",83,70303,NA
6464,"private",30,70646,1
6465,"private",75,40093,0
6466,"private",77,55028,0
6467,"private",78,50431,0
6468,"private",30,60513,NA
6469,"private",14,11436,0
6470,"private",12,21233,NA
6471,"private",11,10696,0
6472,"private",20,25588,0
6473,"private",13,80847,0
6474,"private",15,80125,0
6475,"private",19,55208,0
6476,"private",13,39782,0
6477,"private",14,30949,NA
6478,"private",14,60152,0
6479,"private",17,21217,NA
6480,"private",32,75063,1
6481,"private",23,39136,0
6482,"private",21,62898,NA
6483,"private",46,30262,NA
6484,"private",39,39151,NA
6485,"private",28,62947,NA
6486,"private",14,60691,1
6487,"private",19,62998,0
6488,"private",33,11691,0
6489,"private",18,21025,1
6490,"private",30,97415,0
6491,"private",30,55724,NA
6492,"private",28,90499,0
6493,"private",15,22514,1
6494,"private",20,20799,NA
6495,"private",33,75475,0
6496,"private",37,55726,0
6497,"private",31,85568,NA
6498,"private",26,55093,0
6499,"private",32,97208,NA
6500,"private",51,65655,0
6501,"private",44,25046,0
6502,"private",42,85623,NA
6503,"private",23,62130,1
6504,"private",50,58065,0
6505,"private",37,75793,0
6506,"private",34,65432,NA
6507,"private",34,63954,0
6508,"private",44,35627,0
6509,"private",42,75138,0
6510,"private",46,20759,0
6511,"private",52,50963,0
6512,"private",47,65362,0
6513,"private",64,30321,0
6514,"private",17,85408,NA
6515,"private",54,72641,NA
6516,"private",49,40068,0
6517,"private",45,35963,NA
6518,"private",19,85999,1
6519,"private",26,35481,1
6520,"private",44,62720,NA
6521,"private",55,75094,0
6522,"private",57,35055,NA
6523,"private",51,10571,0
6524,"private",58,10651,0
6525,"private",54,65414,0
6526,"private",55,63357,NA
6527,"private",22,41029,NA
6528,"private",62,20451,0
6529,"private",53,85041,0
6530,"private",57,25883,NA
6531,"private",63,75749,NA
6532,"private",56,35045,0
6533,"private",67,62588,NA
6534,"private",64,62050,0
6535,"private",66,25263,0
6536,"private",71,40178,NA
6537,"private",68,39858,0
6538,"private",55,40944,NA
6539,"private",68,97803,0
6540,"private",21,35331,1
6541,"private",60,63435,NA
6542,"private",72,35004,0
6543,"private",71,10527,0
6544,"private",80,75584,NA
6545,"private",74,70874,0
6546,"private",94,63816,NA
6547,"private",22,41631,1
6548,"private",26,58563,1
6549,"private",90,63383,0
6550,"private",16,72965,1
6551,"private",74,55660,0
6552,"private",79,55821,NA
6553,"private",105,65442,0
6554,"private",62,50356,0
6555,"private",67,63059,0
6556,"private",9,11202,0
6557,"private",12,11494,0
6558,"private",10,11625,0
6559,"private",31,72325,1
6560,"private",13,60110,NA
6561,"private",14,22901,0
6562,"private",18,41720,0
6563,"private",39,97234,1
6564,"private",15,65029,0
6565,"private",42,60504,1
6566,"private",36,25106,1
6567,"private",15,22961,0
6568,"private",15,20858,0
6569,"private",23,62467,NA
6570,"private",13,72171,NA
6571,"private",24,30712,0
6572,"private",19,60322,NA
6573,"private",25,62904,0
6574,"private",42,97334,1
6575,"private",25,22747,0
6576,"private",25,35968,0
6577,"private",34,11535,1
6578,"private",38,50009,NA
6579,"private",32,35995,1
6580,"private",26,97357,0
6581,"private",22,72960,0
6582,"private",27,65972,NA
6583,"private",41,65495,0
6584,"private",38,22564,NA
6585,"private",30,90450,0
6586,"private",25,85064,NA
6587,"private",32,20011,1
6588,"private",40,25463,0
6589,"private",38,85467,NA
6590,"private",19,85663,1
6591,"private",24,10736,0
6592,"private",41,90981,NA
6593,"private",41,72861,0
6594,"private",34,25802,NA
6595,"private",22,85749,1
6596,"private",40,20038,NA
6597,"private",42,55037,0
6598,"private",53,85205,0
6599,"private",42,80263,0
6600,"private",45,39288,0
6601,"private",14,21574,1
6602,"private",21,39619,NA
6603,"private",34,90025,0
6604,"private",43,11143,0
6605,"private",31,58389,NA
6606,"private",47,39475,0
6607,"private",51,65083,0
6608,"private",50,39229,NA
6609,"private",46,75029,0
6610,"private",48,10212,NA
6611,"private",55,20194,0
6612,"private",64,20565,NA
6613,"private",47,35059,0
6614,"private",14,40128,1
6615,"private",21,60610,NA
6616,"private",54,10003,0
6617,"private",61,60335,0
6618,"private",51,70526,NA
6619,"private",54,55784,0
6620,"private",12,10101,1
6621,"private",58,39268,0
6622,"private",22,10182,NA
6623,"private",21,85281,1
6624,"private",65,70078,0
6625,"private",76,20661,0
6626,"private",73,35560,0
6627,"private",24,80736,NA
6628,"private",58,85925,0
6629,"private",60,97419,0
6630,"private",34,21165,1
6631,"private",60,40276,NA
6632,"private",71,90176,NA
6633,"private",33,40616,1
6634,"private",73,20344,0
6635,"private",69,58130,0
6636,"private",63,35309,NA
6637,"private",62,50057,0
6638,"private",67,72277,0
6639,"private",71,25191,NA
6640,"private",75,50543,0
6641,"private",73,63096,0
6642,"private",67,80718,0
6643,"private",83,63993,0
6644,"private",55,58471,0
6645,"private",85,80941,NA
6646,"private",96,58827,NA
6647,"private",63,63879,0
6648,"private",85,35754,NA
6649,"private",8,21390,0
6650,"private",12,25774,0
6651,"private",10,39863,0
6652,"private",12,85266,0
6653,"private",13,97563,0
6654,"private",33,25589,NA
6655,"private",23,90528,0
6656,"private",13,30074,NA
6657,"private",19,30137,NA
6658,"private",19,62228,NA
6659,"private",16,72233,0
6660,"private",19,97048,0
6661,"private",31,85275,NA
6662,"private",31,11542,1
6663,"private",30,39030,0
6664,"private",29,11478,0
6665,"private",17,40932,0
6666,"private",29,63299,1
6667,"private",27,80127,0
6668,"private",18,35189,0
6669,"private",29,30529,NA
6670,"private",24,85835,NA
6671,"private",35,70226,1
6672,"private",31,90060,1
6673,"private",20,20965,NA
6674,"private",35,40693,0
6675,"private",24,39606,NA
6676,"private",32,20482,0
6677,"private",28,97610,NA
6678,"private",22,70725,0
6679,"private",31,80203,1
6680,"private",29,75142,1
6681,"private",35,97898,0
6682,"private",43,58574,NA
6683,"private",29,11788,0
6684,"private",30,22087,0
6685,"private",42,21425,NA
6686,"private",50,80400,NA
6687,"private",27,39816,0
6688,"private",27,72198,0
6689,"private",37,35259,0
6690,"private",40,20294,0
6691,"private",33,65909,0
6692,"private",42,35356,0
6693,"private",44,97432,0
6694,"private",45,63345,NA
6695,"private",36,90635,NA
6696,"private",63,60739,0
6697,"private",36,50561,NA
6698,"private",50,55840,NA
6699,"private",55,30722,0
6700,"private",51,63377,NA
6701,"private",55,35730,0
6702,"private",20,65451,1
6703,"private",58,55617,0
6704,"private",44,60950,0
6705,"private",51,62398,0
6706,"private",12,40409,1
6707,"private",53,30307,NA
6708,"private",67,58314,0
6709,"private",12,41298,1
6710,"private",16,10485,1
6711,"private",22,20846,NA
6712,"private",69,70021,NA
6713,"private",45,41257,0
6714,"private",26,41351,1
6715,"private",54,65244,0
6716,"private",61,22293,0
6717,"private",64,11740,0
6718,"private",64,80234,0
6719,"private",56,21405,0
6720,"private",74,58487,NA
6721,"private",26,25682,NA
6722,"private",75,72308,NA
6723,"private",30,75757,NA
6724,"private",62,10164,0
6725,"private",86,22626,NA
6726,"private",27,40885,NA
6727,"private",61,30072,0
6728,"private",67,11714,NA
6729,"private",72,40026,NA
6730,"private",82,35777,NA
6731,"private",91,30768,NA
6732,"private",80,72066,0
6733,"private",70,50760,0
6734,"private",84,65922,0
6735,"private",74,21432,0
6736,"private",64,40757,NA
6737,"private",77,75971,0
6738,"private",68,10479,0
6739,"private",67,65607,0
6740,"private",8,58199,0
6741,"private",13,85828,0
6742,"private",12,60761,0
6743,"private",18,63205,0
6744,"private",18,30543,NA
6745,"private",13,80197,0
6746,"private",18,35503,NA
6747,"private",22,65231,1
6748,"private",18,22092,NA
6749,"private",15,62943,0
6750,"private",13,39081,0
6751,"private",24,63578,NA
6752,"private",18,65814,0
6753,"private",22,90044,0
6754,"private",18,50595,0
6755,"private",31,11210,NA
6756,"private",29,55929,1
6757,"private",17,35559,0
6758,"private",21,65036,NA
6759,"private",38,11904,1
6760,"private",19,85908,0
6761,"private",24,60719,0
6762,"private",33,30541,0
6763,"private",29,55096,NA
6764,"private",37,72590,1
6765,"private",34,21153,1
6766,"private",33,72024,1
6767,"private",17,40683,NA
6768,"private",33,58614,0
6769,"private",44,20389,NA
6770,"private",26,58929,0
6771,"private",22,50023,0
6772,"private",40,55391,0
6773,"private",37,11858,0
6774,"private",33,58786,NA
6775,"private",41,80363,NA
6776,"private",36,72516,NA
6777,"private",36,80131,NA
6778,"private",24,62748,1
6779,"private",41,58705,NA
6780,"private",34,22252,0
6781,"private",27,50087,NA
6782,"private",40,58727,0
6783,"private",51,41450,NA
6784,"private",52,50423,0
6785,"private",53,50543,NA
6786,"private",46,11432,NA
6787,"private",49,70997,NA
6788,"private",52,75076,0
6789,"private",56,40508,0
6790,"private",31,25416,1
6791,"private",50,25050,0
6792,"private",47,50105,0
6793,"private",56,90305,0
6794,"private",62,41365,0
6795,"private",44,25521,1
6796,"private",46,90308,NA
6797,"private",40,72232,1
6798,"private",56,41906,NA
6799,"private",54,70294,NA
6800,"private",49,63394,NA
6801,"private",64,65929,NA
6802,"private",59,20780,0
6803,"private",37,80727,NA
6804,"private",55,90131,0
6805,"private",53,97720,NA
6806,"private",56,97818,NA
6807,"private",72,97194,NA
6808,"private",66,41899,0
6809,"private",71,50903,0
6810,"private",59,60641,NA
6811,"private",43,60372,NA
6812,"private",71,90549,0
6813,"private",78,41963,0
6814,"private",18,10884,1
6815,"private",19,55778,NA
6816,"private",63,63138,0
6817,"private",70,60841,0
6818,"private",12,55226,1
6819,"private",65,22393,0
6820,"private",60,80182,0
6821,"private",97,39741,NA
6822,"private",23,40102,1
6823,"private",75,20922,0
6824,"private",66,63096,0
6825,"private",78,11097,0
6826,"private",81,39585,NA
6827,"private",77,30808,NA
6828,"private",83,90844,0
6829,"private",8,39730,NA
6830,"private",18,11292,1
6831,"private",19,62576,0
6832,"private",11,97079,NA
6833,"private",17,25995,NA
6834,"private",8,30304,0
6835,"private",18,75516,NA
6836,"private",16,58697,0
6837,"private",10,55676,NA
6838,"private",16,97590,0
6839,"private",16,75685,NA
6840,"private",20,40481,0
6841,"private",17,62186,0
6842,"private",24,72690,0
6843,"private",29,75170,NA
6844,"private",18,30546,0
6845,"private",18,75873,0
6846,"private",36,50818,0
6847,"private",19,11775,0
6848,"private",22,58546,0
6849,"private",22,50149,0
6850,"private",29,97623,0
6851,"private",24,22593,NA
6852,"private",32,21396,0
6853,"private",26,75959,1
6854,"private",39,39180,NA
6855,"private",35,60461,0
6856,"private",21,20588,1
6857,"private",37,62706,0
6858,"private",39,62076,0
6859,"private",25,50751,1
6860,"private",28,75079,NA
6861,"private",37,58684,NA
6862,"private",39,55305,NA
6863,"private",43,25528,0
6864,"private",40,85486,0
6865,"private",43,50678,NA
6866,"private",37,10996,NA
6867,"private",29,65770,1
6868,"private",27,55036,1
6869,"private",31,58971,0
6870,"private",32,40346,1
6871,"private",23,22337,1
6872,"private",21,20162,1
6873,"private",52,70329,0
6874,"private",49,65718,0
6875,"private",50,58302,0
6876,"private",59,40918,0
6877,"private",50,20279,0
6878,"private",55,22855,0
6879,"private",41,21550,0
6880,"private",28,63732,NA
6881,"private",44,55374,NA
6882,"private",33,65270,1
6883,"private",51,60381,NA
6884,"private",45,40339,NA
6885,"private",56,55874,0
6886,"private",39,62024,1
6887,"private",57,41554,0
6888,"private",42,60361,0
6889,"private",65,39422,NA
6890,"private",40,75514,0
6891,"private",60,97872,0
6892,"private",66,55730,0
6893,"private",60,20507,NA
6894,"private",68,65357,0
6895,"private",60,39687,0
6896,"private",58,41837,0
6897,"private",70,21347,NA
6898,"private",25,75333,1
6899,"private",63,75717,0
6900,"private",69,20125,0
6901,"private",73,55790,0
6902,"private",33,90220,1
6903,"private",28,55390,NA
6904,"private",43,80488,1
6905,"private",64,25235,NA
6906,"private",41,11976,NA
6907,"private",67,90178,0
6908,"private",66,35176,0
6909,"private",74,60114,NA
6910,"private",89,21497,NA
6911,"private",58,70662,NA
6912,"private",76,10681,NA
6913,"private",34,60207,1
6914,"private",67,75787,0
6915,"private",85,22299,0
6916,"private",88,22115,0
6917,"private",73,25404,0
6918,"private",67,11345,0
6919,"private",11,50789,0
6920,"private",12,85777,0
6921,"private",10,50293,0
6922,"private",21,80980,0
6923,"private",12,35170,NA
6924,"private",19,10767,NA
6925,"private",22,90883,0
6926,"private",13,10281,NA
6927,"private",21,80020,NA
6928,"private",17,58634,NA
6929,"private",20,65393,NA
6930,"private",23,72730,NA
6931,"private",16,63344,NA
6932,"private",18,10030,1
6933,"private",16,90919,NA
6934,"private",20,80300,0
6935,"private",19,60743,1
6936,"private",23,11771,0
6937,"private",27,50969,1
6938,"private",27,11557,0
6939,"private",21,30130,0
6940,"private",22,40599,NA
6941,"private",30,60449,0
6942,"private",30,30071,NA
6943,"private",35,20146,NA
6944,"private",25,58680,NA
6945,"private",21,70868,0
6946,"private",23,11755,0
6947,"private",42,35153,NA
6948,"private",37,58693,0
6949,"private",33,80849,0
6950,"private",20,35843,1
6951,"private",39,55195,0
6952,"private",30,85735,NA
6953,"private",36,50087,NA
6954,"private",49,39021,0
6955,"private",47,11433,0
6956,"private",42,60175,0
6957,"private",46,21645,0
6958,"private",30,97852,0
6959,"private",48,20257,0
6960,"private",47,55406,0
6961,"private",56,63904,0
6962,"private",51,22028,0
6963,"private",55,63622,0
6964,"private",62,11921,0
6965,"private",56,50354,NA
6966,"private",41,40911,0
6967,"private",48,85391,0
6968,"private",54,70267,0
6969,"private",56,70276,0
6970,"private",59,90867,0
6971,"private",51,65404,NA
6972,"private",49,75348,0
6973,"private",25,39683,1
6974,"private",57,22603,0
6975,"private",28,21379,1
6976,"private",53,85902,0
6977,"private",59,85923,0
6978,"private",58,80095,0
6979,"private",58,60047,0
6980,"private",61,11791,NA
6981,"private",57,55690,0
6982,"private",29,40760,NA
6983,"private",31,97268,1
6984,"private",64,55671,0
6985,"private",64,21849,0
6986,"private",31,70231,1
6987,"private",40,60665,NA
6988,"private",65,35398,NA
6989,"private",80,21098,0
6990,"private",76,22441,0
6991,"private",72,39757,0
6992,"private",69,30944,NA
6993,"private",86,21578,0
6994,"private",68,85138,0
6995,"private",30,10959,NA
6996,"private",78,40359,0
6997,"private",66,25999,NA
6998,"private",23,85346,1
6999,"private",84,21004,0
7000,"private",28,72967,NA
7001,"private",85,40851,0
7002,"private",68,65935,0
7003,"private",30,97947,NA
7004,"private",43,41935,1
7005,"private",66,40581,0
7006,"private",10,70677,0
7007,"private",6,90254,0
7008,"private",36,80764,NA
7009,"private",15,10890,NA
7010,"private",11,55816,NA
7011,"private",8,35418,0
7012,"private",38,30678,1
7013,"private",42,21683,NA
7014,"private",15,39210,0
7015,"private",18,30604,0
7016,"private",34,20725,1
7017,"private",20,60350,NA
7018,"private",24,11087,0
7019,"private",22,11148,0
7020,"private",31,75204,0
7021,"private",40,65176,1
7022,"private",24,40643,NA
7023,"private",21,30528,0
7024,"private",28,72810,NA
7025,"private",28,30086,0
7026,"private",33,60123,NA
7027,"private",32,30368,0
7028,"private",29,50401,0
7029,"private",29,85732,NA
7030,"private",29,22394,1
7031,"private",27,63988,NA
7032,"private",27,65742,NA
7033,"private",36,58633,1
7034,"private",17,21394,NA
7035,"private",37,65421,0
7036,"private",26,62475,0
7037,"private",30,41516,0
7038,"private",37,11678,0
7039,"private",33,90414,0
7040,"private",14,62692,NA
7041,"private",18,35472,1
7042,"private",44,60170,0
7043,"private",46,90058,0
7044,"private",37,50901,0
7045,"private",32,35010,0
7046,"private",25,21493,1
7047,"private",39,50796,0
7048,"private",37,62748,0
7049,"private",43,50972,0
7050,"private",46,30220,NA
7051,"private",17,72928,NA
7052,"private",31,50829,0
7053,"private",49,21168,0
7054,"private",53,75086,NA
7055,"private",43,58241,NA
7056,"private",42,25210,0
7057,"private",48,72220,0
7058,"private",47,20371,0
7059,"private",55,25433,0
7060,"private",58,75113,0
7061,"private",54,65931,0
7062,"private",41,10352,0
7063,"private",52,75741,0
7064,"private",52,62819,0
7065,"private",60,97903,0
7066,"private",72,35147,0
7067,"private",61,35717,0
7068,"private",59,50929,NA
7069,"private",59,58370,0
7070,"private",60,20655,NA
7071,"private",65,97912,0
7072,"private",62,25001,0
7073,"private",60,60066,0
7074,"private",73,22323,0
7075,"private",62,30191,0
7076,"private",79,41220,0
7077,"private",82,11340,NA
7078,"private",72,70439,0
7079,"private",80,39435,NA
7080,"private",80,75568,0
7081,"private",31,55474,1
7082,"private",29,22529,1
7083,"private",69,55349,0
7084,"private",68,62045,0
7085,"private",74,90732,0
7086,"private",29,85416,1
7087,"private",22,10051,1
7088,"private",66,75413,0
7089,"private",72,80514,0
7090,"private",75,35238,0
7091,"private",76,70614,NA
7092,"private",80,10568,0
7093,"private",28,41302,1
7094,"private",31,35808,1
7095,"private",12,39138,0
7096,"private",9,22479,NA
7097,"private",15,40483,0
7098,"private",41,30556,1
7099,"private",15,63661,0
7100,"private",15,40388,0
7101,"private",19,55388,NA
7102,"private",35,30688,NA
7103,"private",8,72633,0
7104,"private",13,40787,NA
7105,"private",16,55594,0
7106,"private",25,10423,0
7107,"private",25,55216,NA
7108,"private",24,21413,NA
7109,"private",31,40384,1
7110,"private",36,65445,1
7111,"private",42,80204,NA
7112,"private",26,11465,NA
7113,"private",35,75453,1
7114,"private",29,75063,0
7115,"private",21,85029,0
7116,"private",25,41834,0
7117,"private",23,35536,NA
7118,"private",23,90936,NA
7119,"private",31,39748,0
7120,"private",35,58612,NA
7121,"private",26,25070,NA
7122,"private",28,65680,0
7123,"private",20,41683,0
7124,"private",35,22247,NA
7125,"private",21,20820,0
7126,"private",28,35340,0
7127,"private",32,63292,NA
7128,"private",48,85842,1
7129,"private",26,50805,0
7130,"private",33,62549,0
7131,"private",33,11519,0
7132,"private",39,25634,0
7133,"private",50,22014,0
7134,"private",40,70781,NA
7135,"private",37,90115,0
7136,"private",40,40607,0
7137,"private",41,60977,0
